device_id,machine_type,line,zone,timestamp,temperature_c,vibration_rms,rpm,pressure_bar,flow_lpm,current_a,oil_temp_c,humidity_pct,power_kw
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:48:01.909024+00:00,73.33,1.792,11652.0,,,25.101,61.62,,8.586
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:48:01.909042+00:00,88.36,3.257,3603.1,9.499,106.56,41.915,,,22.768
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:48:01.909060+00:00,54.13,1.563,103.0,,,12.643,,58.75,3.303
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:48:11.909652+00:00,66.47,2.244,1520.9,3.861,273.3,29.142,,,11.794
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:48:11.909689+00:00,79.44,2.764,3034.8,7.258,,34.529,68.28,,19.517
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:48:11.909704+00:00,73.25,1.742,11646.5,,,24.821,61.55,,8.146
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:48:11.909719+00:00,113.62,9.397,3726.7,10.197,69.94,46.078,,,24.989
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:48:11.909731+00:00,53.67,1.46,92.1,,,12.574,,59.01,2.891
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:48:31.910786+00:00,66.83,2.253,1517.4,3.905,272.99,28.92,,,11.94
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:48:31.910834+00:00,78.87,2.68,3032.4,7.298,,34.6,68.74,,19.187
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:48:31.910856+00:00,72.42,1.756,11648.7,,,25.364,61.67,,8.239
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:48:31.910875+00:00,87.87,3.139,3609.0,9.478,109.4,40.996,,,22.623
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:48:31.910894+00:00,54.17,1.474,98.3,,,12.791,,59.22,2.888
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:48:51.911567+00:00,66.28,2.073,1514.2,3.967,273.82,28.653,,,11.85
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:48:51.911615+00:00,79.15,2.653,3029.1,7.271,,34.37,68.28,,19.227
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:48:51.911636+00:00,71.88,1.821,11639.4,,,24.987,61.36,,8.193
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:48:51.911654+00:00,87.91,3.153,3609.3,9.481,109.31,40.76,,,22.719
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:48:51.911695+00:00,79.9,6.489,217.8,,,17.833,,58.83,4.597
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:49:01.912358+00:00,65.63,1.979,1510.0,3.956,275.04,28.397,,,11.412
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:49:01.912408+00:00,104.82,9.447,3153.3,7.983,,38.836,74.33,,20.809
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:49:01.912430+00:00,71.97,1.637,11640.1,,,24.008,61.08,,8.0
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:49:01.912449+00:00,87.31,2.933,3597.8,9.501,107.29,40.543,,,22.599
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:49:01.912467+00:00,53.34,1.422,92.5,,,12.262,,58.0,2.831
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:49:21.913260+00:00,65.8,2.087,1512.4,3.937,276.75,28.344,,,11.459
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:49:21.913298+00:00,78.41,2.426,3022.4,7.37,,33.806,68.2,,18.83
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:49:21.913314+00:00,71.53,1.708,11625.5,,,24.441,61.07,,7.824
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:49:21.913327+00:00,86.61,2.95,3603.8,9.54,108.25,41.102,,,22.612
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:49:21.913339+00:00,53.03,1.415,102.3,,,11.904,,58.58,2.535
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:49:31.914381+00:00,65.45,1.929,1510.3,3.943,278.04,27.64,,,11.245
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:49:31.914430+00:00,77.73,2.333,3025.6,7.451,,33.195,67.8,,18.948
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:49:31.914452+00:00,70.38,1.62,11616.5,,,23.545,60.68,,7.941
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:49:31.914472+00:00,86.47,2.912,3596.3,9.646,110.15,40.544,,,22.292
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:49:31.914489+00:00,53.1,1.378,97.2,,,11.415,,57.45,2.585
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:49:51.915278+00:00,64.97,1.915,1514.1,4.115,276.96,27.954,,,11.328
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:49:51.915326+00:00,77.16,2.355,3023.5,7.501,,33.474,67.7,,18.582
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:49:51.915349+00:00,70.49,1.543,11595.0,,,23.824,60.48,,7.516
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:49:51.915368+00:00,86.12,2.655,3593.7,9.68,112.7,39.721,,,22.228
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:49:51.915386+00:00,52.84,1.19,101.7,,,11.169,,57.52,2.551
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:50:01.916335+00:00,64.19,1.893,1508.9,4.121,280.05,27.182,,,11.224
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:50:01.916384+00:00,76.76,2.159,3028.0,7.454,,33.17,67.26,,18.503
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:50:01.916405+00:00,69.86,1.484,11572.7,,,23.022,60.8,,7.419
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:50:01.916423+00:00,85.79,2.703,3594.6,9.686,112.41,40.0,,,21.919
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:50:01.916440+00:00,52.63,1.251,92.6,,,10.898,,57.65,2.246
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:50:21.917531+00:00,64.17,1.693,1515.3,4.084,280.49,27.141,,,11.151
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:50:21.917580+00:00,76.26,2.145,3021.1,7.519,,32.476,67.2,,18.322
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:50:21.917602+00:00,69.04,1.576,11552.2,,,22.881,60.33,,7.587
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:50:21.917621+00:00,85.44,2.495,3594.3,9.693,113.98,39.369,,,22.056
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:50:21.917639+00:00,51.62,1.147,93.6,,,10.445,,57.75,2.228
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:50:31.918397+00:00,63.58,1.721,1504.6,4.151,281.79,27.156,,,10.963
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:50:31.918435+00:00,76.32,2.058,3019.5,7.579,,32.155,67.07,,18.425
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:50:31.918452+00:00,68.59,1.424,11526.4,,,22.895,60.22,,7.371
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:50:31.918466+00:00,85.42,2.556,3589.7,9.726,114.49,39.606,,,21.728
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:50:31.918478+00:00,52.08,1.189,95.2,,,10.247,,57.08,1.845
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:50:51.919197+00:00,63.85,1.629,1503.7,4.135,283.47,27.026,,,10.669
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:50:51.919235+00:00,75.7,1.955,3019.2,7.562,,31.737,67.0,,18.049
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:50:51.919251+00:00,68.71,1.379,11504.5,,,23.029,60.05,,7.236
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:50:51.919265+00:00,85.25,2.397,3589.9,9.785,117.31,39.392,,,21.897
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:50:51.919277+00:00,51.85,1.173,95.1,,,9.562,,56.3,1.994
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:51:21.919838+00:00,63.14,1.559,1503.0,4.261,283.9,26.365,,,10.56
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:51:21.919886+00:00,75.85,2.052,3013.1,7.678,,31.599,67.09,,18.203
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:51:21.919908+00:00,68.1,1.417,11472.7,,,21.958,59.69,,7.132
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:51:21.919929+00:00,84.76,2.401,3589.9,9.775,118.97,38.41,,,21.778
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:51:21.919946+00:00,50.83,0.998,102.5,,,9.688,,57.03,1.706
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:51:31.920883+00:00,63.22,1.608,1502.7,4.158,287.3,25.751,,,10.663
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:51:31.920921+00:00,75.23,1.815,3013.8,7.638,,31.625,67.03,,18.115
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:51:31.920937+00:00,67.24,1.376,11441.4,,,21.698,60.12,,6.799
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:51:31.920951+00:00,84.63,2.283,3586.8,9.892,118.16,38.745,,,21.364
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:51:31.920963+00:00,50.51,1.085,97.0,,,9.8,,56.94,1.685
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:51:51.921699+00:00,63.14,1.568,1502.4,4.237,289.43,26.164,,,10.311
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:51:51.921748+00:00,75.05,1.761,3010.9,7.671,,31.013,66.83,,17.769
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:51:51.921772+00:00,92.43,6.64,11504.6,,,28.25,65.16,,8.441
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:51:51.921790+00:00,84.62,2.24,3582.1,9.812,119.31,38.234,,,21.267
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:51:51.921807+00:00,51.17,1.077,99.1,,,8.961,,56.53,1.637
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:52:01.922674+00:00,84.53,6.789,1658.0,5.184,245.3,33.614,,,12.327
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:52:01.922724+00:00,75.1,1.856,3008.1,7.748,,31.19,66.8,,17.913
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:52:01.922746+00:00,67.06,1.203,11370.8,,,22.2,59.85,,6.984
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:52:01.922765+00:00,84.03,2.157,3573.4,9.84,121.02,38.393,,,21.324
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:52:01.922782+00:00,50.34,0.877,98.6,,,8.75,,55.97,1.379
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:52:21.923598+00:00,62.24,1.472,1504.4,4.315,288.91,25.158,,,10.102
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:52:21.923647+00:00,74.4,1.768,3008.2,7.752,,30.778,66.33,,17.759
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:52:21.923670+00:00,66.83,1.084,11332.0,,,21.8,59.56,,6.563
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:52:21.923690+00:00,84.33,2.001,3568.6,9.959,125.01,37.988,,,21.216
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:52:21.923707+00:00,50.57,1.003,92.4,,,8.766,,55.71,1.258
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:52:51.924207+00:00,61.81,1.399,1497.9,4.357,292.01,25.133,,,10.26
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:52:51.924255+00:00,73.83,1.608,3005.2,7.747,,31.287,67.01,,17.602
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:52:51.924278+00:00,65.88,1.066,11292.3,,,21.886,60.0,,6.8
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:52:51.924298+00:00,83.59,2.022,3564.3,9.926,124.45,37.458,,,21.069
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:52:51.924315+00:00,50.02,0.992,95.6,,,9.131,,55.99,1.187
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:53:01.925022+00:00,61.68,1.301,1501.7,4.323,291.3,25.265,,,9.984
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:53:01.925071+00:00,73.88,1.729,3000.0,7.722,,31.109,66.39,,17.526
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:53:01.925094+00:00,66.25,1.145,11256.9,,,21.411,59.75,,6.646
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:53:01.925114+00:00,83.56,1.922,3560.3,10.01,124.33,37.813,,,21.217
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:53:01.925132+00:00,49.76,0.82,89.4,,,8.634,,55.1,1.227
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:53:11.925940+00:00,61.71,1.357,1494.6,4.473,295.34,25.689,,,9.931
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:53:11.925988+00:00,73.37,1.593,2988.5,7.863,,31.126,66.29,,17.598
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:53:11.926011+00:00,65.12,1.069,11211.3,,,21.083,59.99,,6.346
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:53:11.926031+00:00,84.0,1.953,3560.9,9.991,125.36,37.494,,,20.838
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:53:11.926049+00:00,50.02,0.815,99.4,,,9.111,,55.52,1.023
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:53:41.926567+00:00,61.18,1.242,1498.3,4.409,293.1,24.786,,,9.927
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:53:41.926615+00:00,73.27,1.532,2989.6,7.768,,30.352,66.57,,17.61
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:53:41.926637+00:00,65.04,1.12,11168.2,,,21.035,59.94,,6.521
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:53:41.926656+00:00,83.02,1.876,3561.0,10.039,128.35,37.249,,,20.838
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:53:41.926673+00:00,49.24,0.839,90.8,,,8.259,,55.39,1.216
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:54:11.927617+00:00,61.23,1.164,1492.0,4.453,295.98,25.203,,,9.894
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:54:11.927686+00:00,73.66,1.644,2982.0,7.787,,30.95,66.99,,17.443
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:54:11.927709+00:00,65.4,1.147,11118.7,,,21.302,59.61,,6.589
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:54:11.927727+00:00,83.47,1.744,3551.8,10.081,128.82,37.853,,,20.742
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:54:11.927744+00:00,49.67,0.908,91.7,,,8.452,,54.79,0.95
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:54:21.928543+00:00,61.04,1.267,1496.8,4.506,296.8,24.991,,,9.784
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:54:21.928587+00:00,73.51,1.562,2985.6,7.921,,30.299,66.73,,17.478
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:54:21.928610+00:00,64.66,1.032,11077.9,,,21.346,59.66,,6.281
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:54:21.928629+00:00,83.51,1.897,3544.2,10.158,129.01,37.469,,,20.859
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:54:21.928647+00:00,49.16,0.937,96.3,,,9.08,,54.66,1.066
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:54:41.929457+00:00,60.97,1.151,1489.1,4.503,294.17,25.255,,,10.094
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:54:41.929505+00:00,73.3,1.534,2980.5,7.818,,30.99,66.72,,17.583
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:54:41.929527+00:00,64.89,1.116,11025.4,,,21.138,59.76,,6.595
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:54:41.929545+00:00,83.36,1.864,3538.5,10.16,129.93,37.91,,,21.069
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:54:41.929562+00:00,48.86,0.812,92.2,,,8.846,,55.73,1.164
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:54:51.930456+00:00,61.22,1.309,1489.7,4.45,295.36,24.843,,,9.981
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:54:51.930495+00:00,73.39,1.528,2978.1,7.913,,31.233,67.21,,17.575
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:54:51.930511+00:00,64.55,1.093,10971.6,,,21.78,59.76,,6.396
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:54:51.930526+00:00,83.39,1.82,3539.4,10.101,129.87,37.771,,,20.899
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:54:51.930538+00:00,49.57,0.771,92.0,,,8.897,,55.46,1.079
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:55:01.931646+00:00,60.66,1.191,1490.8,4.482,294.31,25.408,,,9.816
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:55:01.931697+00:00,72.8,1.635,2976.0,7.894,,31.298,66.6,,17.626
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:55:01.931722+00:00,64.09,0.969,10931.8,,,21.643,59.67,,6.572
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:55:01.931743+00:00,83.37,1.835,3531.0,10.147,128.38,38.276,,,20.859
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:55:01.931762+00:00,49.03,0.866,88.8,,,8.724,,55.62,1.084
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:55:31.932791+00:00,61.22,1.373,1484.7,4.613,293.99,25.297,,,9.784
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:55:31.932839+00:00,72.96,1.569,2971.4,7.948,,30.594,67.31,,17.657
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:55:31.932863+00:00,64.56,0.993,10882.7,,,21.282,59.78,,6.278
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:55:31.932883+00:00,83.02,1.79,3527.6,10.13,130.2,38.109,,,20.872
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:55:31.932901+00:00,49.41,0.88,91.1,,,8.647,,55.28,1.164
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:55:51.933586+00:00,60.85,1.357,1486.1,4.551,296.68,26.044,,,10.147
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:55:51.933641+00:00,73.09,1.559,2964.7,7.878,,30.719,66.93,,17.698
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:55:51.933679+00:00,64.72,0.998,10828.7,,,21.99,60.13,,6.577
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:55:51.933699+00:00,82.63,1.897,3526.2,10.119,129.69,38.57,,,21.119
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:55:51.933717+00:00,49.22,0.972,93.1,,,9.369,,54.66,1.091
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:56:11.934368+00:00,61.08,1.42,1475.4,4.616,293.21,25.811,,,10.06
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:56:11.934417+00:00,72.95,1.645,2961.7,7.96,,31.105,67.07,,17.488
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:56:11.934440+00:00,64.77,1.091,10774.8,,,21.447,60.17,,6.389
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:56:11.934459+00:00,83.22,1.909,3521.0,10.18,128.63,38.274,,,21.014
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:56:11.934478+00:00,70.81,7.98,217.3,,,14.576,,54.96,3.988
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:56:41.935181+00:00,61.18,1.378,1472.0,4.501,294.31,26.106,,,10.198
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:56:41.935221+00:00,72.83,1.713,2948.7,7.906,,31.15,67.52,,17.583
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:56:41.935237+00:00,64.03,1.17,10727.5,,,22.183,60.73,,6.761
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:56:41.935251+00:00,83.12,1.969,3512.2,10.172,128.83,38.308,,,21.164
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:56:41.935263+00:00,48.7,1.002,96.6,,,9.227,,54.95,1.475
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:56:51.936479+00:00,60.94,1.436,1480.1,4.601,294.59,26.483,,,10.186
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:56:51.936536+00:00,73.03,1.716,2947.1,7.982,,31.275,67.73,,17.892
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:56:51.936557+00:00,64.29,1.185,10682.6,,,21.856,60.79,,6.921
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:56:51.936576+00:00,82.86,2.106,3506.8,10.22,126.52,38.912,,,21.153
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:56:51.936593+00:00,49.07,1.019,89.7,,,9.277,,55.26,1.305
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:57:21.937174+00:00,61.16,1.529,1469.8,4.622,292.99,26.36,,,10.179
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:57:21.937222+00:00,73.33,1.889,2943.5,8.017,,32.139,67.51,,17.753
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:57:21.937243+00:00,64.41,1.234,10625.3,,,22.106,60.98,,6.837
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:57:21.937285+00:00,83.39,2.092,3505.1,10.142,124.22,38.553,,,21.397
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:57:21.937302+00:00,48.96,1.063,90.3,,,10.218,,55.28,1.615
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:57:41.938002+00:00,61.43,1.5,1471.6,4.496,291.36,27.079,,,10.58
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:57:41.938050+00:00,73.08,1.924,2945.1,7.973,,31.914,67.68,,17.821
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:57:41.938071+00:00,65.08,1.185,10584.2,,,22.648,60.94,,6.97
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:57:41.938090+00:00,83.52,2.103,3501.8,10.123,123.93,39.363,,,21.352
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:57:41.938106+00:00,49.01,1.103,89.1,,,10.312,,54.85,1.749
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:57:51.939018+00:00,60.83,1.609,1474.8,4.46,291.69,27.385,,,10.445
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:57:51.939069+00:00,88.94,5.82,3052.3,8.713,,40.131,76.75,,20.946
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:57:51.939093+00:00,64.93,1.355,10528.6,,,23.201,60.98,,6.96
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:57:51.939114+00:00,83.25,2.31,3493.4,10.112,123.55,39.44,,,21.394
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:57:51.939131+00:00,49.64,1.069,84.3,,,10.722,,54.7,1.882
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:58:31.940165+00:00,61.05,1.644,1467.2,4.472,289.75,27.462,,,10.59
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:58:31.940203+00:00,73.68,2.083,2928.6,7.929,,32.288,68.13,,18.129
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:58:31.940218+00:00,65.21,1.358,10479.7,,,22.828,61.51,,6.955
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:58:31.940231+00:00,83.64,2.292,3487.1,10.113,122.88,39.433,,,21.664
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:58:31.940242+00:00,49.99,1.005,85.5,,,10.408,,55.71,1.822
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:59:01.940949+00:00,61.14,1.643,1462.2,4.505,289.1,27.752,,,10.627
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:59:01.940986+00:00,73.28,2.094,2926.0,7.936,,32.79,68.89,,18.315
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:59:01.941002+00:00,65.66,1.321,10439.8,,,23.848,61.31,,7.431
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:59:01.941015+00:00,83.31,2.405,3483.8,10.118,120.55,39.759,,,21.636
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:59:01.941028+00:00,64.2,5.787,229.1,,,18.07,,55.33,4.096
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:59:21.941889+00:00,61.31,1.651,1465.3,4.477,285.65,27.358,,,10.968
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:59:21.941938+00:00,74.19,2.112,2925.5,7.911,,33.692,68.7,,18.412
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:59:21.941959+00:00,65.5,1.428,10392.2,,,23.278,61.74,,7.531
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:59:21.941980+00:00,107.75,8.925,3607.6,11.29,81.32,45.139,,,23.87
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:59:21.941997+00:00,50.13,1.132,84.6,,,11.506,,55.54,2.091
mix-pump-101,centrifugal_pump,mixing,A1,2026-03-15T17:59:51.942877+00:00,77.21,6.387,1568.0,5.202,255.54,32.911,,,13.048
filling-comp-201,air_compressor,filling,B2,2026-03-15T17:59:51.942926+00:00,74.02,2.245,2928.7,7.909,,33.686,68.62,,18.321
cnc-spindle-301,cnc_spindle,machining,C3,2026-03-15T17:59:51.942948+00:00,65.97,1.498,10349.2,,,24.33,62.23,,7.605
boiler-feed-401,boiler_feed_pump,utilities,U1,2026-03-15T17:59:51.942966+00:00,83.91,2.525,3474.1,10.133,116.38,40.483,,,22.157
pack-conveyor-501,conveyor_gearmotor,packaging,D1,2026-03-15T17:59:51.942982+00:00,49.89,1.166,86.6,,,11.033,,55.91,2.327
