device_id,machine_type,window_index,window_start,window_end,anomaly_score,risk_level,temperature_c_mean,temperature_c_std,temperature_c_min,temperature_c_max,vibration_rms_mean,vibration_rms_std,vibration_rms_min,vibration_rms_max,rpm_mean,rpm_std,rpm_min,rpm_max,pressure_bar_mean,pressure_bar_std,pressure_bar_min,pressure_bar_max,flow_lpm_mean,flow_lpm_std,flow_lpm_min,flow_lpm_max,current_a_mean,current_a_std,current_a_min,current_a_max,oil_temp_c_mean,oil_temp_c_std,oil_temp_c_min,oil_temp_c_max,humidity_pct_mean,humidity_pct_std,humidity_pct_min,humidity_pct_max,power_kw_mean,power_kw_std,power_kw_min,power_kw_max
filling-comp-201,air_compressor,34,2026-03-15T14:37:01.374691+00:00,2026-03-15T15:06:41.464490+00:00,0.0,low,76.8305,4.6301,70.83,97.48,2.2862,1.1787,1.494,9.424,2967.5677,53.5105,2887.3,3134.9,7.5666,0.3068,7.188,8.786,,,,,33.1704,2.3249,30.36,42.735,69.5826,1.9016,66.3,77.4,,,,,18.4072,0.8906,17.235,22.614
filling-comp-201,air_compressor,35,2026-03-15T14:45:01.396409+00:00,2026-03-15T15:15:01.488417+00:00,0.0,low,77.6619,6.4011,70.83,107.67,2.544,1.3386,1.494,9.424,2960.7344,56.0085,2887.3,3134.9,7.7269,0.3395,7.188,8.969,,,,,34.0526,2.5016,30.433,42.735,69.4241,2.2115,66.3,78.51,,,,,18.7555,1.0094,17.235,22.614
filling-comp-201,air_compressor,36,2026-03-15T14:51:21.419398+00:00,2026-03-15T15:22:51.510091+00:00,0.0,low,77.3026,6.5396,70.83,107.67,2.4984,1.4895,1.478,9.424,2961.6208,58.0612,2887.3,3134.9,7.6472,0.3584,7.188,8.969,,,,,34.005,2.5123,30.433,42.735,69.0301,2.5358,66.3,78.51,,,,,18.5932,1.0849,17.235,22.614
filling-comp-201,air_compressor,37,2026-03-15T14:59:21.441936+00:00,2026-03-15T15:30:31.534106+00:00,0.0,low,77.1941,6.3842,71.22,107.67,2.4683,1.3541,1.478,9.65,2970.0344,56.1548,2887.3,3125.4,7.619,0.3645,7.188,9.168,,,,,33.2595,2.3807,30.387,41.003,69.6874,2.4536,66.42,78.51,,,,,18.6202,1.0376,17.235,22.099
filling-comp-201,air_compressor,38,2026-03-15T15:07:11.465375+00:00,2026-03-15T15:39:01.556662+00:00,0.0,low,77.6546,5.9683,71.22,107.67,2.4822,1.2664,1.478,9.65,2972.5281,52.5996,2885.8,3125.4,7.73,0.3436,7.189,9.168,,,,,34.2616,2.2128,30.387,41.003,69.4761,2.3056,66.42,78.51,,,,,18.6959,1.0163,17.291,22.099
filling-comp-201,air_compressor,39,2026-03-15T15:15:11.489539+00:00,2026-03-15T15:47:51.579453+00:00,0.0,low,77.6556,5.703,71.22,101.46,2.4331,1.5111,1.478,9.65,2965.3865,58.6278,2885.8,3125.4,7.6191,0.3265,7.189,9.168,,,,,33.4343,2.1942,30.31,40.557,68.8754,2.2663,66.3,76.98,,,,,18.4999,1.0653,17.291,22.59
filling-comp-201,air_compressor,40,2026-03-15T15:23:21.511091+00:00,2026-03-15T15:56:51.601202+00:00,0.0,low,77.0085,5.7987,71.22,101.46,2.5464,1.3525,1.482,9.65,2958.0375,52.1822,2885.8,3116.4,7.6164,0.3131,7.189,9.168,,,,,33.672,2.1759,30.31,40.557,69.4216,1.9208,66.3,76.26,,,,,18.7771,0.9932,17.326,22.59
filling-comp-201,air_compressor,41,2026-03-15T15:31:01.534978+00:00,2026-03-15T16:05:01.624840+00:00,0.0,low,77.1811,5.2146,71.26,101.46,2.2876,1.1684,1.481,9.509,2963.6552,56.148,2885.8,3116.4,7.7034,0.2633,7.197,8.539,,,,,34.1162,1.943,30.31,38.221,69.4859,1.8185,66.3,75.55,,,,,18.4192,0.9767,17.239,22.59
filling-comp-201,air_compressor,42,2026-03-15T15:39:31.557565+00:00,2026-03-15T16:13:11.646384+00:00,0.0,low,78.1959,6.4364,71.26,107.79,2.5606,1.4657,1.481,9.509,2974.8729,51.8366,2886.1,3116.4,7.5995,0.3103,7.182,8.808,,,,,33.2315,2.0536,30.276,38.478,68.9366,2.1588,66.3,75.55,,,,,18.7278,1.0858,17.239,22.59
filling-comp-201,air_compressor,43,2026-03-15T15:48:11.580544+00:00,2026-03-15T16:20:41.669798+00:00,0.0,low,77.1856,5.0819,71.26,107.79,2.2977,1.0571,1.464,9.129,2966.0719,53.319,2885.1,3080.3,7.6172,0.2774,7.182,8.808,,,,,34.0538,1.9706,30.276,38.478,69.2492,1.8207,66.34,75.55,,,,,18.5044,0.9521,17.239,22.255
filling-comp-201,air_compressor,44,2026-03-15T15:57:11.602145+00:00,2026-03-15T16:28:51.692596+00:00,0.0,low,76.9229,5.211,71.26,107.79,2.2931,1.0581,1.464,9.129,2956.7302,51.0589,2885.1,3080.3,7.6868,0.2726,7.182,8.808,,,,,33.6038,2.0923,30.276,38.478,69.5675,1.8758,66.34,75.55,,,,,18.4946,0.9424,17.239,22.255
filling-comp-201,air_compressor,45,2026-03-15T16:05:31.625500+00:00,2026-03-15T16:36:31.714663+00:00,0.0,low,77.5598,4.9968,71.67,107.79,2.379,1.0411,1.464,9.129,2957.6771,51.8714,2885.1,3080.3,7.5528,0.2838,7.176,8.808,,,,,33.2988,2.0677,30.276,38.478,68.7927,1.9532,66.34,75.55,,,,,18.6672,0.8945,17.24,22.255
filling-comp-201,air_compressor,46,2026-03-15T16:13:21.647821+00:00,2026-03-15T16:44:11.737482+00:00,0.0,low,77.3847,3.651,71.67,82.57,2.0959,0.4486,1.464,2.935,2964.7313,50.191,2885.1,3031.4,7.6097,0.2414,7.176,7.987,,,,,34.0909,1.9194,30.337,36.732,68.9542,1.6006,66.37,71.58,,,,,18.3545,0.7281,17.24,19.751
filling-comp-201,air_compressor,47,2026-03-15T16:20:51.670837+00:00,2026-03-15T16:52:01.761307+00:00,0.0,low,77.406,5.2816,71.67,104.33,2.3954,0.8926,1.476,8.041,2969.7156,48.4869,2886.7,3058.3,7.6736,0.3059,7.176,9.151,,,,,33.1412,2.033,30.337,38.044,69.5938,2.1919,66.37,79.52,,,,,18.7279,0.8692,17.361,22.664
filling-comp-201,air_compressor,48,2026-03-15T16:29:01.693460+00:00,2026-03-15T17:01:01.782544+00:00,0.0,low,77.6174,5.3264,71.9,104.33,2.2511,0.9786,1.476,8.041,2961.5542,53.3256,2886.7,3058.3,7.5641,0.3264,7.176,9.151,,,,,33.8457,2.1481,30.342,39.582,68.9284,2.3074,66.34,79.52,,,,,18.4453,0.9245,17.239,22.664
filling-comp-201,air_compressor,49,2026-03-15T16:36:41.715791+00:00,2026-03-15T17:09:21.805385+00:00,0.0,low,78.4877,5.4586,71.9,104.33,2.4504,1.1604,1.476,8.625,2957.2594,50.1062,2886.7,3077.4,7.6802,0.326,7.185,9.151,,,,,34.0385,2.3193,30.342,42.842,69.0985,2.3158,66.21,79.52,,,,,18.6867,1.005,17.239,22.664
filling-comp-201,air_compressor,50,2026-03-15T16:44:31.738476+00:00,2026-03-15T17:17:11.828592+00:00,0.0,low,78.6526,5.9563,71.9,104.33,2.4658,1.3025,1.479,8.625,2966.5938,57.1124,2886.7,3126.2,7.7013,0.3423,7.185,9.151,,,,,33.2585,2.4707,30.342,42.842,69.8082,2.5009,66.21,79.52,,,,,18.6307,1.0432,17.239,22.664
filling-comp-201,air_compressor,51,2026-03-15T16:52:31.762402+00:00,2026-03-15T17:26:31.850292+00:00,0.0,low,78.3559,5.6208,71.9,102.03,2.5246,1.5123,1.479,8.907,2976.7312,51.4548,2891.0,3126.2,7.6103,0.3519,7.185,8.806,,,,,34.4972,2.8414,30.38,43.088,69.2724,2.2947,66.21,78.5,,,,,18.6165,1.1417,17.239,22.781
filling-comp-201,air_compressor,52,2026-03-15T17:01:11.783605+00:00,2026-03-15T17:34:21.873888+00:00,0.0,low,78.62,5.2515,72.3,102.03,2.6166,1.4448,1.479,8.907,2970.1448,56.8261,2887.2,3126.2,7.72,0.3187,7.19,8.806,,,,,33.629,2.9699,30.303,43.088,69.0873,2.2625,66.21,78.5,,,,,18.8201,1.0788,17.25,22.781
filling-comp-201,air_compressor,53,2026-03-15T17:09:41.806488+00:00,2026-03-15T17:42:51.896359+00:00,0.0,low,79.0098,5.1718,72.3,102.03,2.3701,1.3384,1.479,8.907,2960.2073,53.3374,2887.2,3126.2,7.6826,0.3054,7.19,8.806,,,,,33.6289,2.8235,30.303,43.088,69.7634,2.1509,66.26,78.5,,,,,18.4874,1.0473,17.212,22.781
filling-comp-201,air_compressor,54,2026-03-15T17:17:41.829394+00:00,2026-03-15T17:50:51.919235+00:00,0.0,low,78.6108,5.2369,72.3,104.82,2.5734,1.3742,1.48,9.447,2962.5927,56.1562,2887.2,3153.3,7.5811,0.3038,7.19,8.649,,,,,34.3452,2.6315,30.303,43.088,69.242,1.9664,66.26,75.34,,,,,18.7957,1.0224,17.212,22.781
filling-comp-201,air_compressor,55,2026-03-15T17:27:01.851210+00:00,2026-03-15T17:59:01.940986+00:00,0.0,low,77.7746,4.6976,72.3,104.82,2.2464,0.9563,1.48,9.447,2968.5948,53.3321,2887.2,3153.3,7.6763,0.2661,7.193,8.713,,,,,33.0605,2.196,30.299,40.131,68.7527,2.0103,66.26,76.75,,,,,18.4491,0.8448,17.212,20.946
filling-comp-201,air_compressor,56,2026-03-15T17:34:41.874541+00:00,2026-03-15T18:07:51.963242+00:00,0.0,low,78.6096,4.7653,72.8,104.82,2.3904,1.0961,1.48,9.447,2970.899,52.8267,2884.5,3153.3,7.6286,0.2864,7.193,8.713,,,,,34.0583,2.3921,30.299,43.49,69.6526,2.2359,66.29,80.36,,,,,18.6408,0.9611,17.212,22.845
filling-comp-201,air_compressor,57,2026-03-15T17:43:11.897412+00:00,2026-03-15T18:16:51.987235+00:00,0.0,low,79.4058,6.4283,72.8,110.25,2.5182,1.4194,1.498,9.447,2963.6542,56.6491,2884.5,3153.3,7.5915,0.3211,7.181,8.713,,,,,33.9487,2.6198,30.299,43.49,69.4169,2.4037,66.29,80.36,,,,,18.6632,1.0003,17.263,22.845
filling-comp-201,air_compressor,58,2026-03-15T17:51:21.919886+00:00,2026-03-15T18:25:02.011908+00:00,0.0,low,78.6082,5.9182,72.8,110.25,2.372,1.2329,1.498,9.424,2958.6312,50.235,2884.5,3055.5,7.7209,0.3021,7.181,8.713,,,,,33.3385,2.5428,30.299,43.49,68.8674,2.5033,66.29,80.36,,,,,18.5209,0.9811,17.263,22.845
filling-comp-201,air_compressor,59,2026-03-15T17:59:21.941938+00:00,2026-03-15T18:35:42.035572+00:00,0.0,low,78.6865,5.8379,72.85,110.25,2.517,1.2344,1.498,9.424,2966.901,55.6146,2884.5,3133.6,7.6406,0.3168,7.181,8.809,,,,,34.393,2.4938,30.53,43.832,69.6253,2.3946,66.31,80.36,,,,,18.7414,0.9381,17.263,22.845
filling-comp-201,air_compressor,60,2026-03-15T18:08:01.964101+00:00,2026-03-15T18:43:02.060420+00:00,0.0,low,79.5392,5.9503,72.85,110.25,2.4231,1.429,1.49,9.424,2974.5479,52.9325,2888.0,3133.6,7.6253,0.326,7.181,8.809,,,,,33.4405,2.5573,30.237,43.832,69.4822,2.3028,66.31,77.77,,,,,18.4495,0.8659,17.263,21.149
filling-comp-201,air_compressor,61,2026-03-15T18:17:01.988388+00:00,2026-03-15T18:51:22.085496+00:00,0.0,low,79.1915,5.1167,72.85,106.96,2.5133,1.1514,1.49,8.646,2966.7948,59.0164,2885.8,3133.6,7.7306,0.3001,7.229,8.809,,,,,33.7936,2.5345,30.237,43.832,68.8425,2.3266,66.31,77.77,,,,,18.7496,0.8584,17.266,21.509
filling-comp-201,air_compressor,62,2026-03-15T18:25:32.012607+00:00,2026-03-15T18:58:42.109350+00:00,0.0,low,78.7491,5.2804,72.85,106.96,2.3653,1.1882,1.486,8.646,2957.8875,55.1582,2885.8,3133.6,7.6176,0.3128,7.184,8.809,,,,,34.1387,2.4711,30.237,43.832,69.4932,2.1624,66.31,77.77,,,,,18.5123,0.9064,17.266,21.509
filling-comp-201,air_compressor,63,2026-03-15T18:35:52.036709+00:00,2026-03-15T19:07:22.131852+00:00,0.0,low,79.0067,4.9546,73.35,106.96,2.3869,1.0883,1.486,8.646,2960.2938,55.7532,2885.8,3112.8,7.6077,0.2877,7.184,8.532,,,,,33.118,2.2545,30.237,43.638,69.4785,2.0102,66.31,76.67,,,,,18.6221,0.8937,17.266,21.509
filling-comp-201,air_compressor,64,2026-03-15T18:43:12.061987+00:00,2026-03-15T19:14:02.153354+00:00,0.0,low,79.2394,4.6525,73.35,106.96,2.2638,0.6576,1.469,6.651,2967.4604,49.0602,2885.8,3052.6,7.6837,0.2605,7.184,8.516,,,,,34.0447,2.1314,30.493,43.638,68.6481,1.8807,66.27,75.1,,,,,18.5893,0.874,17.276,21.509
filling-comp-201,air_compressor,65,2026-03-15T18:51:42.086411+00:00,2026-03-15T19:21:42.174789+00:00,0.0,low,78.5954,3.494,73.35,84.09,2.1156,0.4528,1.469,2.909,2965.299,49.4589,2886.0,3032.7,7.5501,0.2443,7.182,8.004,,,,,33.3862,1.979,30.493,36.672,69.073,1.6365,66.27,71.72,,,,,18.3693,0.7922,17.276,19.73
filling-comp-201,air_compressor,66,2026-03-15T18:59:02.110298+00:00,2026-03-15T19:29:22.195661+00:00,0.0,low,78.5303,4.0129,73.35,94.8,2.3357,0.6665,1.469,7.233,2956.8417,52.2186,2886.0,3089.6,7.5928,0.2568,7.182,8.474,,,,,33.2972,2.0779,30.493,39.87,69.4227,1.9278,66.27,78.1,,,,,18.6826,0.8184,17.332,21.741
filling-comp-201,air_compressor,67,2026-03-15T19:07:32.132447+00:00,2026-03-15T19:39:02.216738+00:00,0.0,low,79.3881,4.2044,73.43,97.46,2.2107,0.9196,1.469,8.187,2955.7792,53.1934,2886.0,3150.9,7.6871,0.2882,7.182,8.825,,,,,34.2162,2.176,30.589,42.727,68.7642,2.0691,66.27,78.1,,,,,18.3805,0.8339,17.22,21.741
filling-comp-201,air_compressor,68,2026-03-15T19:14:12.154136+00:00,2026-03-15T19:47:12.238315+00:00,0.0,low,79.923,5.4068,73.43,111.33,2.4253,1.0061,1.478,8.187,2966.2417,59.254,2886.0,3150.9,7.5639,0.305,7.182,8.825,,,,,33.2356,2.3609,30.309,42.727,69.1649,2.0635,66.43,78.1,,,,,18.7258,0.9139,17.22,21.9
filling-comp-201,air_compressor,69,2026-03-15T19:21:52.175913+00:00,2026-03-15T19:55:02.260741+00:00,0.0,low,79.3716,5.4426,73.43,111.33,2.3101,1.035,1.463,8.187,2971.9365,54.0272,2887.6,3150.9,7.6291,0.2921,7.194,8.825,,,,,33.9817,2.3719,30.309,42.727,69.6609,2.1319,66.43,78.1,,,,,18.5293,0.9625,17.22,21.9
filling-comp-201,air_compressor,70,2026-03-15T19:29:52.196574+00:00,2026-03-15T20:03:32.281118+00:00,0.0,low,79.2467,5.1492,73.74,111.33,2.2937,0.9023,1.463,8.187,2963.0927,58.1206,2886.1,3150.9,7.6773,0.2825,7.194,8.825,,,,,33.9103,2.2915,30.309,42.727,68.8658,1.9673,66.25,75.82,,,,,18.5614,0.9231,17.22,21.9
filling-comp-201,air_compressor,71,2026-03-15T19:39:12.217787+00:00,2026-03-15T20:10:42.301812+00:00,0.0,low,79.7467,4.8122,73.74,111.33,2.2912,0.652,1.463,6.736,2953.9062,50.1718,2886.1,3144.3,7.5315,0.2587,7.194,8.121,,,,,33.0691,2.0975,30.292,39.981,68.8924,1.8133,66.25,75.76,,,,,18.6195,0.8891,17.274,21.9
filling-comp-201,air_compressor,72,2026-03-15T19:47:32.238983+00:00,2026-03-15T20:19:22.323884+00:00,0.0,low,79.5282,3.9905,73.74,98.08,2.1854,0.8071,1.463,8.697,2958.9406,54.9214,2886.1,3147.7,7.6372,0.2982,7.216,9.267,,,,,34.1114,2.099,30.292,41.115,69.5614,2.0627,66.25,79.56,,,,,18.38,0.8162,17.274,21.239
filling-comp-201,air_compressor,73,2026-03-15T19:55:22.261504+00:00,2026-03-15T20:27:12.345385+00:00,0.0,low,79.2068,4.3961,73.74,98.08,2.4227,0.9718,1.482,8.697,2969.3906,52.0683,2886.1,3147.7,7.6759,0.3391,7.216,9.267,,,,,33.2992,2.2113,30.243,41.115,68.9636,2.1065,66.25,79.56,,,,,18.7265,0.8396,17.378,21.797
filling-comp-201,air_compressor,74,2026-03-15T20:03:42.282084+00:00,2026-03-15T20:35:22.368368+00:00,0.0,low,79.6306,4.1032,74.29,98.08,2.2314,0.9996,1.482,8.697,2967.1208,54.5555,2886.2,3147.7,7.5528,0.3521,7.189,9.267,,,,,33.5014,2.2485,30.243,41.115,68.8775,2.1407,66.24,79.56,,,,,18.4002,0.8687,17.291,21.797
filling-comp-201,air_compressor,75,2026-03-15T20:11:12.302325+00:00,2026-03-15T20:43:52.389951+00:00,0.0,low,80.1865,4.3263,74.29,98.08,2.3851,0.9905,1.511,8.697,2957.0125,54.7744,2886.2,3147.7,7.6689,0.3395,7.189,9.267,,,,,34.0851,2.1229,30.243,41.115,69.6177,2.1439,66.24,79.56,,,,,18.6696,0.8791,17.291,21.797
filling-comp-201,air_compressor,76,2026-03-15T20:19:52.325095+00:00,2026-03-15T20:52:42.415040+00:00,0.0,low,79.6128,3.7488,74.29,93.57,2.2299,0.7659,1.461,8.031,2954.5698,50.2778,2886.2,3074.5,7.6399,0.2969,7.189,9.233,,,,,32.9882,1.9851,30.243,37.543,68.9917,1.7772,66.24,76.01,,,,,18.4887,0.8838,17.265,21.797
filling-comp-201,air_compressor,77,2026-03-15T20:27:32.346315+00:00,2026-03-15T21:01:32.435561+00:00,0.0,low,79.2171,3.6091,74.29,84.92,2.1795,0.4851,1.461,2.921,2963.2979,51.935,2886.2,3034.7,7.526,0.2522,7.189,8.02,,,,,33.8814,1.9967,30.375,36.714,68.6426,1.7157,66.24,71.78,,,,,18.4566,0.8171,17.265,19.743
filling-comp-201,air_compressor,78,2026-03-15T20:35:42.369244+00:00,2026-03-15T21:08:42.457526+00:00,0.0,low,80.0698,4.0447,74.33,102.04,2.3255,0.6693,1.461,7.046,2968.5896,46.5995,2890.0,3034.7,7.6689,0.2689,7.215,8.665,,,,,33.5512,2.0273,30.352,36.714,69.4653,1.8976,66.45,77.57,,,,,18.634,0.794,17.265,20.215
filling-comp-201,air_compressor,79,2026-03-15T20:44:02.391014+00:00,2026-03-15T21:16:52.479324+00:00,0.0,low,80.7941,5.6657,74.33,108.43,2.3,1.173,1.461,9.634,2963.0938,53.1068,2885.9,3074.4,7.6462,0.295,7.215,8.716,,,,,33.308,2.2449,30.352,42.063,69.2268,1.9268,66.45,77.57,,,,,18.4243,0.8743,17.265,22.174
filling-comp-201,air_compressor,80,2026-03-15T20:53:12.415769+00:00,2026-03-15T21:24:52.504755+00:00,0.0,low,80.2715,5.7167,74.33,108.43,2.4913,1.1376,1.501,9.634,2956.2406,47.8961,2885.9,3074.4,7.5676,0.3094,7.176,8.716,,,,,34.2928,2.1029,30.352,42.063,68.7293,2.113,66.28,77.57,,,,,18.745,0.8354,17.305,22.174
filling-comp-201,air_compressor,81,2026-03-15T21:01:52.436260+00:00,2026-03-15T21:33:22.525091+00:00,0.0,low,80.6478,6.0531,74.8,108.43,2.3487,1.2254,1.468,9.634,2963.4729,55.8724,2885.9,3156.0,7.7145,0.3336,7.176,9.195,,,,,33.3409,2.2336,30.352,42.063,69.5133,2.0807,66.28,77.57,,,,,18.458,0.8835,17.272,22.174
filling-comp-201,air_compressor,82,2026-03-15T21:09:02.458515+00:00,2026-03-15T21:41:42.546131+00:00,0.0,low,81.1458,5.6093,74.8,108.43,2.4273,1.1171,1.468,9.634,2971.4031,51.3663,2885.9,3156.0,7.6209,0.3233,7.176,9.195,,,,,33.8296,2.2465,30.468,42.063,69.3403,1.8944,66.28,75.43,,,,,18.665,0.8956,17.272,22.174
filling-comp-201,air_compressor,83,2026-03-15T21:17:02.480202+00:00,2026-03-15T21:50:52.570627+00:00,0.0,low,80.552,4.1228,74.8,102.46,2.2436,0.6042,1.468,5.871,2965.4552,54.1185,2885.1,3156.0,7.5497,0.2998,7.176,9.195,,,,,33.9097,1.9845,30.654,36.652,68.6101,1.8994,66.27,74.36,,,,,18.5213,0.8308,17.272,19.775
filling-comp-201,air_compressor,84,2026-03-15T21:25:12.505559+00:00,2026-03-15T21:59:42.594402+00:00,0.0,low,80.0865,4.2657,74.8,102.46,2.2084,0.604,1.468,5.871,2955.4146,52.3185,2885.1,3156.0,7.6769,0.2953,7.199,9.195,,,,,33.0193,1.9177,30.511,36.603,69.2942,1.713,66.27,74.36,,,,,18.4598,0.8134,17.272,19.775
filling-comp-201,air_compressor,85,2026-03-15T21:33:52.525758+00:00,2026-03-15T22:08:52.616861+00:00,0.0,low,80.2341,3.302,75.12,85.56,2.2818,0.4578,1.494,2.908,2954.3646,49.0569,2885.1,3034.2,7.5551,0.244,7.187,7.981,,,,,34.002,1.9316,30.511,36.603,69.3118,1.657,66.27,71.75,,,,,18.6444,0.7773,17.31,19.775
filling-comp-201,air_compressor,86,2026-03-15T21:42:12.547024+00:00,2026-03-15T22:16:12.640983+00:00,0.0,low,81.0179,4.5346,75.12,107.68,2.16,0.7247,1.47,7.742,2965.2958,51.7215,2885.1,3067.6,7.5589,0.2599,7.187,8.42,,,,,33.3579,2.0429,30.413,37.706,68.6261,1.8114,66.27,73.67,,,,,18.3579,0.7831,17.222,20.743
filling-comp-201,air_compressor,87,2026-03-15T21:51:12.571344+00:00,2026-03-15T22:23:12.666357+00:00,0.0,low,80.8377,4.8509,75.12,107.68,2.3937,0.8452,1.47,7.742,2969.851,48.4102,2885.8,3067.6,7.6911,0.303,7.187,9.186,,,,,33.3877,2.1728,30.413,39.944,69.187,1.7457,66.29,74.51,,,,,18.7022,0.8377,17.222,21.867
filling-comp-201,air_compressor,88,2026-03-15T22:00:12.595053+00:00,2026-03-15T22:30:42.690773+00:00,0.0,low,81.1364,5.8574,75.25,107.68,2.3073,0.9877,1.47,7.742,2963.9969,54.665,2885.8,3067.6,7.5895,0.3345,7.187,9.186,,,,,34.3196,2.4229,30.413,43.978,69.6043,2.1588,66.29,77.9,,,,,18.4733,0.9173,17.222,21.867
filling-comp-201,air_compressor,89,2026-03-15T22:09:22.618029+00:00,2026-03-15T22:38:52.715708+00:00,0.0,low,82.0051,6.0176,75.36,107.68,2.4601,1.0794,1.47,7.742,2960.0708,54.5982,2885.8,3174.4,7.6295,0.3468,7.192,9.186,,,,,33.3228,2.5708,30.413,43.978,68.9552,2.3169,66.29,77.9,,,,,18.6838,0.9973,17.222,22.245
filling-comp-201,air_compressor,90,2026-03-15T22:16:32.641695+00:00,2026-03-15T22:46:32.740227+00:00,0.0,low,82.0473,5.5278,75.36,103.65,2.3847,0.9368,1.491,6.891,2966.2073,57.7262,2885.8,3174.4,7.7135,0.3308,7.192,9.186,,,,,34.1159,2.5045,30.647,43.978,69.2562,2.1296,66.29,77.9,,,,,18.6343,0.9728,17.22,22.245
filling-comp-201,air_compressor,91,2026-03-15T22:23:32.667834+00:00,2026-03-15T22:55:52.763243+00:00,0.0,low,81.5819,5.7405,75.36,104.28,2.3249,1.0183,1.491,8.191,2974.0583,51.852,2890.5,3174.4,7.5822,0.3128,7.192,8.837,,,,,33.9871,2.454,30.647,43.978,69.7596,2.2312,66.29,77.9,,,,,18.513,0.9667,17.22,22.245
filling-comp-201,air_compressor,92,2026-03-15T22:30:52.691670+00:00,2026-03-15T23:05:02.786773+00:00,0.0,low,81.7013,5.6707,75.73,104.28,2.5217,1.2816,1.491,9.338,2968.5458,54.9666,2886.2,3174.4,7.6511,0.3356,7.197,9.027,,,,,33.3018,2.1551,30.391,38.928,69.0308,2.047,66.24,76.04,,,,,18.757,0.9599,17.22,22.245
filling-comp-201,air_compressor,93,2026-03-15T22:39:22.716612+00:00,2026-03-15T23:13:12.814104+00:00,0.0,low,82.1667,5.1884,75.73,104.28,2.2847,1.2249,1.478,9.338,2956.8729,48.1032,2886.2,3038.4,7.7058,0.3104,7.197,9.027,,,,,34.282,1.9916,30.391,38.928,69.0645,1.9055,66.24,76.04,,,,,18.403,0.899,17.22,21.771
filling-comp-201,air_compressor,94,2026-03-15T22:46:52.741442+00:00,2026-03-15T23:22:12.840971+00:00,0.0,low,82.2807,5.9188,75.73,110.99,2.5261,1.3162,1.478,9.338,2959.6833,52.2529,2886.2,3117.0,7.585,0.3306,7.197,9.027,,,,,33.3757,2.1921,30.292,38.928,69.7308,2.0993,66.24,77.55,,,,,18.7417,0.9582,17.248,22.222
filling-comp-201,air_compressor,95,2026-03-15T22:56:02.764316+00:00,2026-03-15T23:28:42.866466+00:00,0.0,low,81.5461,5.6413,75.73,110.99,2.3247,1.2124,1.478,9.338,2968.1656,51.4715,2886.2,3117.0,7.6596,0.3071,7.226,9.027,,,,,33.5938,2.1777,30.292,38.928,68.973,1.9475,66.24,77.55,,,,,18.4615,0.9714,17.236,22.222
filling-comp-201,air_compressor,96,2026-03-15T23:05:22.788098+00:00,2026-03-15T23:37:22.889185+00:00,0.0,low,81.3987,4.5069,76.04,110.99,2.2603,0.7438,1.478,7.754,2967.1688,50.9366,2886.3,3117.0,7.6624,0.24,7.226,8.182,,,,,33.9239,2.0039,30.292,38.219,68.743,1.8795,66.32,77.55,,,,,18.5354,0.901,17.236,22.222
filling-comp-201,air_compressor,97,2026-03-15T23:13:42.815441+00:00,2026-03-15T23:45:02.913578+00:00,0.0,low,82.2025,5.3563,76.04,110.99,2.3389,0.9447,1.491,8.1,2959.449,55.0521,2886.3,3117.0,7.5486,0.2565,7.204,8.29,,,,,32.9964,1.969,30.292,38.219,69.5125,2.0425,66.32,77.55,,,,,18.5971,0.9562,17.236,22.222
filling-comp-201,air_compressor,98,2026-03-15T23:22:42.841880+00:00,2026-03-15T23:52:52.936496+00:00,0.0,low,81.7765,4.8322,76.04,106.82,2.2341,0.9199,1.491,8.1,2955.1167,51.6537,2886.3,3142.9,7.6613,0.2933,7.204,9.329,,,,,34.0266,2.0522,30.356,40.712,68.9856,1.829,66.32,75.31,,,,,18.4179,0.8911,17.236,21.954
filling-comp-201,air_compressor,99,2026-03-15T23:29:02.867171+00:00,2026-03-16T00:01:42.958606+00:00,0.0,low,81.9814,5.4856,76.04,106.82,2.5251,1.2179,1.518,9.069,2966.074,61.0258,2886.3,3155.8,7.6739,0.309,7.204,9.329,,,,,33.6884,2.1564,30.356,40.712,68.8541,2.0399,66.32,75.31,,,,,18.7534,0.8803,17.31,21.954
filling-comp-201,air_compressor,100,2026-03-15T23:37:32.889871+00:00,2026-03-16T00:09:32.982470+00:00,0.0,low,82.6678,5.207,76.33,106.82,2.3361,1.2557,1.477,9.069,2973.6583,55.0301,2889.2,3155.8,7.5694,0.3293,7.191,9.329,,,,,33.4096,2.1754,30.356,40.712,69.6515,1.9536,66.36,75.31,,,,,18.4385,0.9112,17.244,21.954
filling-comp-201,air_compressor,101,2026-03-15T23:45:22.914558+00:00,2026-03-16T00:17:53.005505+00:00,0.0,low,82.6826,4.7127,76.33,102.17,2.4504,1.0882,1.477,9.069,2966.1625,60.0229,2886.0,3155.8,7.683,0.3074,7.191,9.329,,,,,34.2688,2.0354,30.565,40.712,69.2553,1.7982,66.36,74.34,,,,,18.7041,0.8442,17.244,21.431
filling-comp-201,air_compressor,102,2026-03-15T23:53:12.937515+00:00,2026-03-16T00:25:13.028997+00:00,0.0,low,82.1063,4.604,76.33,99.35,2.3408,1.1168,1.477,9.069,2956.8979,55.0551,2886.0,3155.8,7.6388,0.2927,7.191,8.932,,,,,33.1939,2.0312,30.314,37.782,68.7867,1.9211,66.23,74.34,,,,,18.4874,0.8763,17.244,21.431
